Feature,Importance
income_annum,0.8744593554066055
residential_assets_value,0.020804134059317223
cibil_score,0.02019863301673
luxury_assets_value,0.019874492862052777
commercial_assets_value,0.019081414203604503
bank_asset_value,0.018810396760352743
loan_term,0.011136498313338124
no_of_dependents,0.008645068286875923
education,0.0023588115221936934
loan_status,0.0023573075048061126
self_employed,0.0022738880641234157
